Concept,Concept_Frequency,E_mean,P_mean,A_mean,E_sd,P_sd,A_sd
an assembly line worker is,104,1.212499998,-0.827884615,1.416346149,1.307832082,1.577724591,1.826509769
an assistant is,94,1.8861702,-0.243617018,0.996808509,1.112644921,1.455841654,1.494682476
an astrologer is,90,0.90224719,0.321111112,-0.494444445,1.949998687,1.69775094,1.527674369
an astronaut is,100,2.484999986,1.856999996,1.511,1.174422272,1.448527986,1.64948078
an atheist is,135,0.259259254,-0.102962962,0.13333333,2.065505477,1.672291334,1.335564048
an athlete is,105,1.927884602,2.286666663,2.927619037,1.122623201,0.968748867,0.799939339
an attorney general is,113,1.169911495,2.613274334,1.261946888,1.37047208,1.040819081,1.292444967
an attorney is,98,0.512244896,2.112244883,1.612244884,1.512713501,1.081452372,1.326204194
an auctioneer is,100,1.035999996,1.407999998,2.991999993,1.115050387,1.123907328,1.133572168
an auditor general is,86,0.549999993,1.661176469,0.278823532,1.36198384,1.143833791,1.402471813
an auditor is,137,-0.19270073,1.60656934,0.112408753,1.719679983,1.288079077,1.751698546
an aunt is,115,1.865217387,0.593043477,0.240869567,1.423366618,1.039882049,1.117711914
an Australian is,103,1.022330091,0.32815534,0.505825243,1.386979508,0.798456542,1.077290094
an Austrian is,101,0.839603958,0.325999999,0.245999998,1.123839773,0.979756717,0.96634477
an author is,94,1.844680846,1.34680851,-0.435106384,1.494550464,1.357155645,1.729236725
an authority is,101,0.559405937,2.499999996,1.094059394,1.504272456,1.169187754,1.426521755
an autistic person is,96,0.688172036,-1.029166664,0.082105262,1.379654125,1.522595886,1.643878315
an auto mechanic is,207,1.597584531,1.059999997,1.481642505,1.265503446,1.09538246,1.267039661
an automobile assembler is,99,1.56666666,0.702020202,1.844444438,1.363818165,1.56211394,1.351584265
an economist is,104,1.04807691,0.824038458,-0.135576922,1.221647831,1.189231221,1.406428941
an editor is,102,1.485294113,1.478431371,0.896078418,1.190506756,1.170988191,1.430219905
an education administrator is,103,1.850485426,1.627184461,1.11359223,1.315955903,1.311352704,1.448734981
an educator is,100,2.803999994,1.966999994,0.984999994,1.286599155,1.367668147,1.430573445
an electrical engineer is,94,2.257446804,1.670212757,0.575531909,1.093233282,1.182473235,1.607822684
an electrical linesman is,99,1.525252518,0.744444441,0.826262621,1.195001784,1.259026359,1.345027555
an electrician is,103,1.593203876,0.940776695,0.982524264,1.333450636,1.027030447,1.367294954
an elementary school student is,102,1.649019599,-1.242156861,2.345098026,1.479078189,1.44218181,1.34139187
an elementary school teacher is,90,2.607777769,1.629999998,1.593333328,1.109127385,1.195915333,1.231496758
an elite person is,95,0.615789473,2.409473678,1.268421043,1.533201055,0.976650119,1.443861775
an employee is,92,1.646739123,-0.411956519,1.25869564,1.373809256,1.663892056,1.14047918
an employer is,88,1.217045448,2.0715909,0.853409086,1.275878922,1.037896728,1.226803038
an enemy is,102,-2.764705885,0.981372551,0.986274507,1.378882244,1.747514805,1.405367299
an engineer is,202,2.07029702,1.61881188,0.952970289,1.22949203,1.071495245,1.439532838
an entrepreneur is,90,1.978888865,1.821111106,1.925555541,1.066390988,0.983629421,1.082813756
an environmentalist is,102,2.220588224,0.907843132,0.864705875,1.212585665,1.458786021,1.427914558
an evangelical Christian is,100,0.348999996,0.389999992,0.888999994,1.832065395,1.414106411,1.377517524
an evangelist is,103,0.279411762,0.97864077,1.941747566,1.993074054,1.62786101,1.484859817
an evildoer is,96,-3.595833329,1.552083333,1.372916661,0.676355052,1.622407513,1.410373532
an ex boyfriend is,103,-0.992233009,-0.576470582,-0.123529411,1.116515005,1.301878029,1.305826725
an ex convict is,101,-1.214851482,-0.97623762,0.270297027,1.476914761,1.440288053,1.28370904
an ex girlfriend is,96,-0.978124998,-0.396874997,0.323958332,1.306196009,1.488372693,1.357919834
an ex husband is,97,-1.031958763,-0.062886595,0.467010309,1.31240447,1.443470893,1.402506801
an ex wife is,98,-0.95612245,-0.055102042,0.779591829,1.56515315,1.497015749,1.402498442
an executioner is,104,-1.858653845,2.229807697,0.897087374,1.574962511,1.58438251,1.945807769
an executive is,105,0.737142849,2.56,1.755238088,1.45623705,0.992045288,1.195904943
an exorcist is,101,0.709900986,1.40891089,1.842574248,2.099023809,1.90447362,1.422838468
an expert is,103,2.442718433,2.388349511,1.118446599,1.118963279,1.041520474,1.306450628
an extrovert is,100,1.067999992,1.273999996,2.462999996,1.246723372,1.31276715,1.100656824
an eyewitness is,98,1.589795909,1.400000003,0.047959181,1.170116721,1.338409577,1.487627979
an idiot is,88,-1.918181818,-1.780681807,0.211363632,1.334557952,1.234732779,1.863776393
an illegitimate child is,97,-0.417525775,-1.095833324,0.288541662,1.385866928,1.31436729,1.274929903
an imam is,62,0.287931032,1.437704918,0.130508472,1.704388298,1.299636352,1.336652294
an imbecile is,87,-2.142528736,-2.117241362,-0.700000004,1.48172057,1.313012408,1.864602952
an immigrant is,91,0.671111107,-0.998888884,0.228571425,1.385092733,1.18639235,1.498538959
an immigration officer is,94,0.979787228,1.893617019,1.059574462,1.409535854,1.151792293,1.338456749
an in law is,104,0.740384614,0.857692309,0.731730772,1.610796059,1.304040943,1.215375955
an infant is,93,2.498924718,-2.734408602,1.147311827,1.589674194,1.613495714,2.01016932
an informant is,97,0.235051538,0.887628868,0.231958765,1.69287977,1.620716003,1.599319277
an informer is,101,0.102970292,1.022772279,0.174257423,1.602401661,1.53446285,1.623678127
an inmate is,103,-2.128155339,-1.6514563,-0.117475727,1.380708646,1.791092549,1.61981766
an innocent is,102,2.395098023,-1.016666653,-0.845098032,1.350715056,1.433066584,1.385756923
an insider is,99,0.444444442,1.601010098,-0.01818182,1.410834322,1.237055005,1.565792724
an inspector is,114,1.407017539,1.757017536,0.5622807,1.192136422,1.116487008,1.513268176
an instructor is,101,2.164356426,1.746534654,1.044554449,1.084028057,1.103319026,1.27125726
an insurance agent is,103,0.46407767,0.725242719,0.82427184,1.305182304,1.243943638,1.410775473
an insurance claims investigator is,101,0.707920782,1.43762376,0.189108906,1.429103426,1.095887901,1.481344043
an intellectual is,94,2.567021265,1.996808508,-0.04574468,1.074673078,1.321977348,1.730787932
an intern is,135,1.409629624,-1.382222212,0.88814814,1.142455722,1.33051816,1.508090207
an internet troll is,97,-2.547422684,-1.42474227,1.039175256,1.366800766,1.777054616,2.30586013
an interpreter is,97,1.968041227,1.416494846,1.489690714,1.318896817,1.174794348,1.12606288
an interrogator is,91,-0.284615387,2.243956042,1.596703288,1.723105917,1.165638483,1.55880656
an interviewer is,103,1.033980579,1.633980581,1.110679607,1.039188351,1.131418807,1.114073305
an intimate is,98,1.806249991,0.840816326,-0.444791667,1.325920726,1.231948974,1.49974523
an introvert is,100,0.509090902,-0.927999996,-2.394999999,1.463298683,1.538665294,1.164749508
an invalid is,103,-0.799029127,-2.065048537,-1.995145635,1.595612562,1.445663483,1.485246311
an investigator is,88,1.230681813,1.606818175,0.30113636,1.269207183,0.910828274,1.66784976
an oddball is,101,0.407920793,-0.400990098,0.655445544,1.495171105,1.279647998,1.423620404
an offender is,97,-2.560824738,0.168041236,1.364583326,0.971849255,1.826343473,1.299795857
an old geezer is,202,0.378712874,-1.36584158,-1.883663362,1.503327099,1.409763933,1.532656275
an old lady is,102,1.344117644,-1.501960777,-1.80196078,1.393945432,1.159547564,1.208712627
an old man is,190,1.138829785,-0.824210524,-1.743157891,1.405920526,1.430892405,1.20234802
an old woman is,98,1.386734692,-1.48979591,-1.967346939,1.385316056,1.111188617,1.154353083
an online merchant is,88,1.137499996,1.043181813,0.29204545,1.102172616,0.90462355,1.557423561
an onlooker is,101,0.275247522,-1.266336632,-1.664356434,0.972461397,1.507400235,1.451315544
an ophthalmologist is,88,1.989534875,0.974999999,-0.041860471,1.221669933,1.265206354,1.368250502
an opponent is,88,-0.387499995,0.879545451,1.069318182,1.237611015,0.996910057,0.981478825
an opportunist is,102,0.488235283,1.282352936,1.754455433,2.086652252,1.35707984,1.271182491
an optical engineer is,128,1.771093736,0.990624999,0.121875001,1.14926558,1.150791404,1.504896859
an optimist is,104,2.574999984,1.641346154,1.071153836,1.012422834,1.115435446,1.368343409
an organizer is,100,2.076999989,1.757999994,1.375999999,1.380810403,1.198499055,1.470389213
an orphan is,105,0.137142855,-2.077142849,-0.509615386,1.660644979,1.403858494,1.208346319
an outlaw is,101,-2.374257426,0.919801975,1.837623748,1.222182759,1.500001315,1.157916355
an outsider is,102,-0.116666666,-0.845098036,-0.393137255,1.05004321,1.183268457,1.118897955
an umpire is,101,1.007999994,1.835,1.446999992,1.267278949,1.174336259,1.409165877
an uncle is,98,1.241836727,0.662244899,0.444897962,1.282870762,1.039579149,1.119565682
an underachiever is,102,-1.866666663,-2.126470577,-2.04607843,1.485063139,1.303151277,1.457630766
an underdog is,91,0.735164831,-1.254945049,-0.443956043,1.366453116,1.435909592,1.415721935
an undergraduate is,102,1.34705882,-0.280392153,0.97058823,1.362707398,1.200828032,1.28937687
an undertaker is,87,1.020689653,0.559770116,-0.697701143,1.308659697,1.248204272,1.674013205
an unemployed person is,427,-0.539906103,-2.111475404,-1.144028102,1.356987664,1.206042855,1.355663022
an unwanted child is,101,-1.48613861,-2.261386133,0.099999992,1.6735011,1.588519444,1.846889275
an unwed father is,88,-0.236363635,0.092045449,0.146590909,1.151429074,1.165127543,1.097641025
an unwed mother is,114,-0.115789477,-0.508771929,0.669911499,1.300617879,1.635911225,1.423017728
an unwed parent is,103,-0.087378641,-0.172815534,0.791262126,1.25414447,1.45327178,1.298272349
an usher is,102,1.292156855,0.202941177,-0.01960784,1.302296995,1.201933749,1.585206308
being abandoned is,94,-3.045744681,-1.945744676,-1.006451614,1.393276092,2.234271905,2.102059359
being able bodied is,88,2.997727267,2.218390803,1.512643667,0.991223245,1.244291962,1.39006479
being absentminded is,100,-2.02,-1.742999998,-1.255999989,1.180652105,1.2211317,1.453892015
being abusive is,90,-3.664444444,0.57888889,2.235555547,0.44045715,2.693875472,1.486063431
being abusive physically is,101,-3.539603962,0.129702969,2.219801968,1.216394612,2.865538157,1.49485918
being abusive verbally is,99,-3.43838383,0.611111112,2.377777775,0.814750138,2.550465689,1.478454493
being accommodating is,134,2.40373134,1.049999994,0.221641787,1.104427641,1.490912318,1.403613052
being acquiescent is,76,-0.135526319,-1.107894725,-1.394736834,1.571640664,1.476731797,1.397320729
being active is,101,2.764356422,2.063366333,3.105940584,0.907808813,1.082194323,0.854496562
being adaptive is,103,2.813592219,1.897087368,0.855339802,0.816502408,1.265953585,1.541245235
being adventurous is,107,2.199065408,1.995327092,2.51698111,0.947239815,1.025742542,0.878144329
being affable is,84,1.940476175,0.954761907,0.711904753,1.534433606,1.261420568,1.513346621
being affected is,101,0.101980196,9.90E-04,0.127722772,1.254271116,1.425446947,1.118134052
being aggressive is,101,-0.972277223,1.637623759,2.470297026,1.634387881,1.42287396,1.162113986
being agonized is,133,-2.678947367,-1.473484838,0.249999993,1.110831838,1.804060714,1.823447778
being agreeable is,100,1.999999974,0.503000003,-0.224999998,1.103071914,1.492977156,1.461863683
being aimless is,95,-1.888421041,-2.148421039,-1.928421049,1.217851539,1.314879097,1.306177071
being alert is,114,2.735964904,1.82105263,1.122807005,0.928518396,1.118111057,1.753985848
being aloof is,96,-1.277083335,-0.862499995,-1.652083335,1.289673904,1.439316352,1.386626281
being ambitious is,106,2.272641503,2.047169807,1.884905646,1.241008271,1.186447884,1.205605348
being amorous is,81,1.780246904,1.211111106,0.943209877,1.319982923,1.114338364,1.437353323
being amusing is,100,2.427999992,1.269999999,1.693999999,0.953577003,1.19667046,1.175234343
being annoying is,101,-2.691089108,-0.087128709,2.040594043,1.075927418,1.686099832,1.349457529
being antisocial is,107,-1.434579429,-1.338317751,-1.775700929,1.278568089,1.546245895,1.569751872
being appreciative is,96,3.142708325,1.657291667,0.227083329,0.749420102,1.34342413,1.470658946
being aroused is,94,2.026595743,1.475531906,1.632978718,1.305256167,1.421394596,1.402792011
being arrogant is,102,-2.516666665,-0.011764708,1.58529412,1.228464666,1.85698009,1.512089692
being artistical is,97,2.372164952,1.072164947,0.618749993,1.104606108,1.227950719,1.512356995
being assertive is,101,1.647524741,2.177227716,1.96930692,1.349191908,1.134449754,1.211259057
being astonished is,88,1.152272726,0.648863635,1.06477272,1.123723007,1.473676631,1.255062366
being attentive is,106,2.915094324,1.697142852,0.001886797,0.827134185,1.243325033,2.041613779
being attractive is,107,2.279439242,2.033644859,0.442990652,1.148151785,1.226126278,1.309912287
being audacious is,92,0.236956513,1.35760869,1.921739116,1.566876728,1.140583389,1.101430241
being authoritarian is,88,-0.807954546,2.139772718,1.761363631,2.050243689,1.750700337,1.464242913
being autonomous is,96,1.905208318,1.555208327,0.329166657,1.611561498,1.890021981,1.782955349
being average is,102,0.262745096,-0.461764702,-0.344117645,1.329402572,1.191724269,0.945397771
being awkward is,91,-1.436263735,-1.876923067,-0.872527475,1.355197113,1.143880032,1.597154828
being bad is,101,-3.43465347,0.193069304,1.097029701,1.024347176,1.898802639,1.394163221
being bad tempered is,104,-2.637500003,-0.624038457,1.593269218,1.304450002,1.933330304,1.841288298
being beautiful is,136,2.332352932,1.726470581,0.124264704,1.221103468,1.317080677,1.453144543
being belligerent is,100,-2.544999999,0.057000002,2.336999991,1.252744473,1.999709827,1.267436366
being benevolent is,96,2.516666658,1.965624993,0.342708333,1.882980097,1.487054888,1.431064732
being betrayed is,97,-3.422680416,-0.932989688,0.260824735,0.674151507,2.607709776,1.79655669
being big is,95,0.656842103,2.331578956,0.110526317,1.35070136,1.581021973,1.453936228
being bitchy is,103,-2.666019406,0.055339803,2.313592227,1.108925764,1.93890651,1.256828294
being bitter is,101,-2.713861377,-1.649504941,-1.03663366,0.911814645,1.602100104,1.8165199
being black is,94,0.801075269,0.22903226,0.552688172,1.550981077,1.296867517,0.979084689
being blue is,95,-2.023157896,-2.019999987,-2.381052631,1.25354414,1.584606801,1.03710878
being bold is,103,2.02621358,2.351456302,2.02621358,1.020665023,0.986662435,1.099372471
being boring is,100,-1.516000004,-1.875999991,-2.402000003,1.292770889,1.303772304,1.339378717
being bossy is,102,-1.76568627,0.945098042,2.013725475,1.315971582,1.71733315,1.140265667
being brave is,103,3.158252418,2.901941747,1.28446601,0.672210916,0.778633873,1.526931897
being bright is,94,3.068085093,2.253191489,1.191489362,0.77587451,1.320939887,1.594119538
being broad minded is,105,2.587619033,1.888571425,0.609523805,1.208519051,1.271833496,1.379766123
being bullheaded is,104,-1.765384607,0.333653849,1.193269225,1.152352531,1.824621816,1.651845944
being candid is,89,1.808988754,1.320224719,0.999999997,1.201291008,1.218156184,1.310274085
being cantankerous is,91,-2.05384615,-0.350549448,1.047252737,1.138449986,1.456737114,1.605846304
being captivated is,101,1.316831671,0.423762378,-0.197029703,1.591732963,1.72587071,1.62723418
being carefree is,100,1.947999993,1.388,0.419999993,1.542297895,1.518524005,1.650405503
being careful is,94,2.711702118,0.993617019,-1.362765956,0.884861498,1.456967577,1.320148575
being careless is,92,-2.354347821,-1.152173907,0.14725275,1.051468162,1.286487522,1.751084776
being caring is,102,3.474509799,2.405882352,-0.140196078,0.567029142,1.144147705,1.507555861
being cautious is,104,2.163461531,0.499038461,-1.481730762,1.197412884,1.32566123,1.254256003
being charmed is,104,1.719230759,0.413461534,0.185576923,1.173830907,1.45829116,1.329896574
being charming is,105,2.252380937,1.642857141,1.101904754,1.127718529,1.209088745,1.259882532
being childish is,106,-1.550943395,-1.666037721,1.657142845,1.450992781,1.272334691,1.529885431
being clean cut is,100,1.778999993,0.721000003,-0.153999998,1.343919714,1.251205074,1.216670404
being clever is,96,2.497916653,1.899999988,0.961458329,1.160034405,1.053715223,1.309268152
being clumsy is,104,-1.234615381,-1.253846146,0.710576925,1.083931104,1.043232745,1.296291814
being cocky is,98,-1.879591831,0.224489791,2.261224479,1.386827515,1.853503851,0.945595607
being cold is,105,-1.608571423,-0.852884606,-1.349999992,1.344727185,1.640681636,1.382413812
being communicative is,91,2.716483504,1.916483513,1.740659325,0.850916339,1.023855865,1.180675698
